index	*ID	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Islescar Bow	534	100	1		1	1	27	40	am2	Reflex Bow		3	5000								fireskill		2	2	extra_exploding_arrows		2	2	extra-fire		10	10	dmg-fire		50	100	dmg-norm		15	30	swing1		10	10																										0
Esus Cinder	535	100	1		1	1	43	49	ob8	Cloudy Sphere		3	5000								fireskill		2	2	extra_fireballs		2	2	cast1		15	15	res-fire		30	30	res-cold		-15	-15	res-ltng		-15	-15																										0
Esus Spark	536	100	1		1	1	47	55	ob9	Sparkling Ball		3	5000								lightningskill		3	3	aura	Holy Shock	5	8	oskill	Zeal	1	1	dmg-norm		50	100	swing1		15	25																														0
Double Dart	537	100	1		1	1	43	53	9bk	War Dart		3	5000								skill	Double Throw	3	3	skilltab	13	2	2	dmg%		150	200	dmg%/lvl	4			swing1		30	30																														0
Bartucs Zeal	538	100	1		1	1	43	51	9cs	Hand Scythe		3	5000								dmg%		150	180	oskill	Zeal	1	1	dmg-mag		60	120	heal-kill		10	10																																		0
Sisters of Ash	539	100	1		1	1	43	52	am6	Ashwood Bow		3	5000								dmg%		180	200	dmg-fire		60	220	pierce-fire		15	15	swing1		30	30	res-fire		50	50	extra_immolation_arrow		2	2																										0
Zakarum Lance	540	100	1		1	1	43	55	9s9	Simbilan		3	5000								dmg%		200	270	dmg-mag		50	200	aura	Sanctuary	10	10	rip		1	1	balance1		15	15	hit-skill	Fist of the Heavens	5	20																										0
Veiled Mandate	541	100	1		1	1	41	45	9xf	Fascia		3	5000								dmg%/lvl	4			dmg/lvl	4			dmg%		100	100	hit-skill	Fade	15	10	swing1		20	20	hit-skill	Dim Vision	5	10																										0
Guide of Arreat	542	100	1		1	1	60	75	6lx	Pellet Bow		3	5000								dmg%		250	280	oskill	Guided Arrow	3	3	dmg-mag		100	250	dmg-norm		25	50	swing1		30	30	openwounds		50	50	dmg-demon		100	150																						0
Principles of Esu	543	100	1		1	1	73	80	6ls	Stalagmite		3	5000								dmg%		300	300	pierce-fire		50	50	extra-cold		50	50	pierce-ltng		50	50	cast1		50	50	mana		200	200																										0
Gheeds Edge	544	100	1		1	1	70	77	7fc	Hydra Edge		3	5000								dmg%		300	300	dmg-norm		50	100	gold%		200	200	mag%		200	200	cheap		5	5	cast1		-30	-30																										0
Skovos Warpoint	545	100	1		1	1	29	33	am4	Maiden Pike		3	5000								dmg%		150	200	dmg-norm		25	45	openwounds		25	25	lifesteal		10	10	ama		1	2	oskill	Might	3	3																										0
Demon Hunters Allure	546	100	1		1	1	70	78	7xf	War Fist		3	5000								dmg%		300	350	dmg-demon		150	150	demon-heal		10	15	ass		2	2	swing1		20	20	move1		25	25	aura	Fanaticism	3	3																						0
Bone of the First Death	547	100	1		1	1	73	77	7yw	Ghost Wand		3	5000								nec		1	1	skilltab	7	1	1	extra_bonespears		2	2	cast1		15	15	mana		50	50																														0
Sszarks Fangs	548	100	1		1	1	60	65	6sb	Spider Bow		3	5000								dmg%		250	280	hit-skill	Venom	9	20	extra-pois		15	15	pierce-pois		10	10	swing1		25	25	res-pois		50	50																										0
Natalyas Tripwire	549	100	1		1	1	81	90	7tw	Runic Talons		3	5000								extra-ele		10	15	pierce-ele		10	15	extra_traps		1	1	ass		2	3	swing1		20	20	regen-mana		50	50	ease		50	50																						0
Cains Comfort	550	100	1		1	1	58	60	6ss	Walking Stick		3	5000								dmg%		250	300	aura	Vigor	10	10	move1		50	50	addxp		20	20																																		0
Summit Cleaver	551	100	1		1	1	60	65	72h	Legend Sword		3	5000								dmg%		275	325	aura	Might	10	10	deadly		25	25	dmg-demon		100	100	str		15	15	lifesteal		5	5																										0
Isendras Torment	552	100	1		1	1	80	90	obb	Heavenly Stone		3	5000								aura	Conviction	10	15	sor		3	3	extra-ele		15	20	pierce-ele		15	20	cast1		30	30	all-stats		20	30																										0
Baals Covenant	553	100	1		1	1	75	85	6hb	Blade Bow		3	5000								dmg%		300	350	aura	Fanaticism	10	12	att		100	100	openwounds		50	50	dmg/lvl	8			regen		-30	-30																										0
Reach of Westmarch	554	100	1		1	1	73	77	6lb	Shadow Bow		3	5000								dmg%		300	325	oskill	Multiple Shot	1	1	pierce		25	25	dmg/lvl	4			dmg-min		50	50																														0
Branch of Scosglen	555	100	1		1	1	55	60	7wn	Polished Wand		3	5000								cast1		20	30	res-all		20	30	extra_dire_wolves		1	2	extra_spirit_wolves		1	2	allskills		1	2																														0
Blood Moor Pike	556	100	1		1	1	43	50	am8	Ceremonial Spear		3	5000								dmg%		100	150	dmg-fire		50	100	dmg-cold	25	20	100	dmg-ltng		1	150	ama		1	1																														0
Mace of Caldeum	557	100	1		1	1	63	65	7ma	Reinforced Mace		3	5000								dmg-min		20	50	dmg-max		100	200	dmg-fire		25	50	dmg-cold	25	20	40	dmg-ltng		1	100	swing1		20	20																										0
Skovos Glacier	558	100	1		1	1	73	76	6cb	Great Bow		3	5000								dmg%		277	377	dmg-cold		100	300	extra-cold		20	30	pierce-cold		10	15	extra_freezing_arrows		2	2	swing1		30	30																										0
Aidans Vengeance	559	100	1		1	1	80	81	7bs	Conquest Sword		3	5000								dmg%		300	344	dmg-cold		100	200	dmg-fire		100	200	dmg-ltng		1	300	oskill	Vengeance	5	5	swing1		50	50																										0
Flayer Spike	560	100	1		1	1	70	70	7di	Mithril Point		3	5000								dmg%		250	250	deadly		25	25	openwounds		50	50	dmg/lvl	4			res-pois		50	50	red-dmg%		10	10																										0
Titans Swing	561	100	1		1	1	80	87	7fb	Colossus Sword		3	5000								dmg%		300	344	dmg-max		50	100	ease		50	50	str		50	50	swing1		-20	-20	move1		-15	-15	aura	Concentration	10	10																						0
Stonehowl Glaive	562	100	1		1	1	74	81	7vo	Colossus Voulge		3	5000								dmg%		280	336	dmg/lvl	6			hit-skill	Decrepify	7	5	hit-skill	Life Tap	7	5	red-dmg%		15	15	hp		100	100																										0
Mephistos Brand	563	100	1		1	1	75	75	obd	Demon Heart		3	5000								sor		3	3	cast1		30	30	gethit-skill	Chain Lightning	15	20	gethit-skill	Poison Nova	15	20	gethit-skill	Frost Nova	15	20	gethit-skill	Bone Spirit	15	20																										0
The Hellforge Explosion	564	100	1		1	1	80	86	amc	Grand Matron Bow		3	5000								dmg%		300	300	extra-fire		20	30	pierce-fire		10	15	extra_exploding_arrows		2	2	swing1		35	35	str		25	25	oskill	Warmth	1	1																						0
Xuls Blightbow	565	100	1		1	1	70	75	6mx	Gorgon Crossbow		3	5000								dmg%		250	350	extra-pois		25	25	oskill	Multiple Shot	1	1	swing1		30	30	nec		2	2																														0
Windward Impaler	566	100	1		1	1	81	81	ame	Matriarchal Pike		3	5000								dmg%		280	320	dmg/lvl	4			dmg-min		25	50	skill	Impale	3	3	deadly		50	50	hit-skill	Twister	15	30																										0
Radeks Regards	567	100	1		1	1	83	83	6bs	Shillelagh		3	5000								cast1		50	50	aura	Conviction	10	10	res-all		50	50	red-dmg%		15	15	hp		50	50	mana		50	50																										0
Kormacs Undead Purge	568	100	1		1	1	84	85	7h7	Great Poleaxe		3	5000								dmg%		300	355	dmg-undead		200	200	aura	Sanctuary	15	15	oskill	Cleansing	5	5	dmg-min		30	55	dmg%/lvl	3																												0
Eirenas Enchantment	569	100	1		1	1	84	85	obe	Vortex Orb		3	5000								sor		3	3	skill	Enchant	5	5	oskill	Zeal	1	1	dmg-min		100	200	dmg-max		100	300	swing1	50	50																											0
Phoenix Talons	570	100	1		1	1	85	90	7qr	Scissors Suwayyah		3	5000								ass		3	3	skill	Royal Strike	3	5	swing1		50	50	pierce-ele		15	15	heal-kill		10	10	skilltab	20	2	2																										0
Harrogaths Last Stand	571	100	1		1	1	85	90	7wd	Mythical Sword		3	5000								bar		3	3	skilltab	12	2	2	dmg%		300	350	deadly		50	50	dmg-demon		100	200	red-dmg%		10	10																										0
Fallen Might	572	100	1		3	1	1	5	rin	Ring		5	5000								aura	Might	1	1	str		5	5	res-fire		10	10	light		1	1																																		0
Shamans Dedication	573	100	1		3	1	12	20	rin	Ring		5	5000								aura	Meditation	1	1	cast1		10	10	gold%		15	15	mag%		15	15	light		1	1																														0
Andariels Fall	574	100	1		3	1	47	50	rin	Ring		5	5000								mag%		50	50	oskill	Blink	1	1	all-stats		5	5	res-all		5	5																																		0
Gheeds Gamble	575	100	1		7	1	60	60	rin	Ring		5	5000								allskills		0	1	res-fire		-15	15	res-cold		-15	15	res-ltng		-15	15	res-pois		-15	15	mag%		-50	50	cheap		0	5																						0
Hellfire Ring	576	100	1		2	1	111	80	rin	Ring		5	5000								randclassskill	2	0	6	cast1		10	15	swing1		10	15	all-stats		10	15	res-all		10	15	light		1	2																										0
Leap of Faith	577	100	1		1	1	111	25	rin	Ring		5	5000								oskill	Blink	1	1	light		-4	-4																																										0
Cains Fortune	578	100	0		3	1	1	5	amu	Amulet		5	5000								move1		10	10	mag%		25	25	gold%		50	50	manasteal		5	5																																		0
Chains of the Desert	579	100	0		3	1	12	20	amu	Amulet		5	5000								move1		15	15	gold%		50	50	dmg-undead		50	50	str		10	10																																		0
The Sewers Deception	580	100	0		3	1	47	50	amu	Amulet		5	5000								extra-pois		10	10	poisonskill		2	2	res-pois		50	50	res-ltng		-20	-20	cast1		10	10	swing1		10	10																										0
Travincals Array	581	100	0		3	1	60	60	amu	Amulet		5	5000								extra_hydras		6	6	res-fire-max		5	5	res-fire		-50	-50	res-all		15	15	fireskill		2	2	cast1		10	10																										0
Hellfire Amulet	582	100	1		2	1	111	80	amu	Amulet		5	5000								randclassskill	4	0	6	cast1		15	25	swing1		15	25	all-stats		15	25	res-all		15	25	light		1	4																										0
Tormented Charm	583	100	1		1	1	1	10	cm6	charm	1	3	5000	blac	blac						mag%		15	15	gold%		15	15	hp		15	15	mana		15	15	tormentdesc		1	1																														0
